,ID,DISPLAY_FIRST_LAST,BIRTHDATE,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,POSITION,TEAM_ID,DRAFT_YEAR,PTS,AST,REB
2247,77302,Len Kosmalski,1951-11-29T00:00:00,USA,83.0,245.0,1,Center,1610612758,1974,1.4,0.7,1.9
2248,77303,Andy Kostecka,1921-02-10T00:00:00,USA,75.0,203.0,0,Forward,1610610029,1948,6.4,0.7,
2249,77304,Harold Kottman,1922-08-22T00:00:00,USA,80.0,220.0,0,Center,1610612738,Undrafted,3.1,0.3,
2250,201585,Kosta Koufos,1989-02-24T00:00:00,USA,84.0,245.0,11,Center,1610612758,2008,5.7,0.5,5.0
2251,77305,Tom Kozelko,1951-07-01T00:00:00,USA,80.0,220.0,2,Forward,1610612764,1973,2.2,0.5,1.8
2252,77306,Arvid Kramer,1956-10-02T00:00:00,USA,81.0,220.0,0,Center,1610612743,1979,2.0,0.4,1.5
2253,77307,Barry Kramer,1942-11-10T00:00:00,USA,76.0,200.0,0,Forward,1610612744,1964,3.6,0.8,1.9
2254,77308,Joel Kramer,1955-11-30T00:00:00,USA,79.0,203.0,4,Forward,1610612756,1978,3.8,1.0,2.8
2255,77309,Dan Kraus,1923-02-13T00:00:00,USA,72.0,195.0,0,Guard,1610610024,1948,1.6,0.5,
2256,77310,Herb Krautblatt,1926-11-19T00:00:00,USA,73.0,190.0,0,Guard,1610610024,1948,1.3,0.4,
2257,203139,Viacheslav Kravtsov,1987-08-25T00:00:00,Ukraine,83.0,254.0,1,Center,0,Undrafted,2.2,0.2,1.4
2258,77311,Jim Krebs,1935-09-08T00:00:00,USA,80.0,230.0,6,Center,1610612747,1957,8.0,0.8,6.2
2259,77312,Wayne Kreklow,1957-01-04T00:00:00,USA,76.0,175.0,0,Guard,1610612738,1979,1.2,0.4,0.5
2260,77313,Tom Kron,1943-02-28T00:00:00,USA,77.0,200.0,2,Guard,1610612760,1966,6.5,2.8,3.3
2261,77314,Tom Kropp,1953-02-12T00:00:00,USA,75.0,205.0,1,Guard,1610612741,1975,2.5,0.6,0.8
2262,2420,Nenad Krstic,1983-07-25T00:00:00,Serbia,84.0,240.0,7,Center,1610612751,2002,10.0,0.8,5.4
2263,1474,Larry Krystkowiak,1964-09-23T00:00:00,USA,81.0,220.0,8,Forward,0,1986,8.2,1.2,4.9
2264,77316,Steve Kuberski,1947-11-06T00:00:00,USA,80.0,215.0,8,Forward,1610612738,1969,5.5,0.6,3.8
2265,77317,Leo Kubiak,1926-12-25T00:00:00,USA,71.0,160.0,0,Guard,1610610037,1948,11.5,3.2,
2266,77318,Bruce Kuczenski,1961-02-03T00:00:00,USA,82.0,230.0,0,Forward,1610612751,1983,1.9,0.5,1.5
2267,77319,Frank Kudelka,1925-06-25T00:00:00,USA,74.0,193.0,3,Guard,1610610024,Undrafted,7.2,2.1,3.2
2268,77320,John Kuester,1955-02-06T00:00:00,USA,74.0,180.0,2,Guard,1610612758,1977,3.3,2.3,1.0
2269,77322,Ray Kuka,1922-02-17T00:00:00,USA,75.0,200.0,1,Forward,1610612752,Undrafted,4.9,0.7,
2270,389,Toni Kukoc,1968-09-18T00:00:00,Croatia,83.0,235.0,12,Forward,1610612741,1990,11.6,3.7,4.2
2271,77323,Kevin Kunnert,1951-11-11T00:00:00,USA,84.0,230.0,8,Center,1610612745,1973,8.3,1.4,7.3
2272,77324,Mitch Kupchak,1954-05-24T00:00:00,USA,81.0,230.0,8,Forward,1610612764,1976,10.2,0.7,5.4
2273,77325,Charles Kupec,1953-01-16T00:00:00,USA,78.0,220.0,2,Center,1610612747,1975,4.1,0.7,2.1
2274,1629066,Rodions Kurucs,1998-02-05T00:00:00,Latvia,81.0,228.0,2,Forward,1610612749,2018,1.0,0.4,0.9
2275,201633,Rob Kurz,1985-03-05T00:00:00,USA,81.0,232.0,1,Forward,1610612744,Undrafted,3.9,0.5,2.0
2276,2825,Ibrahim Kutluay,1974-01-07T00:00:00,Turkey,78.0,200.0,0,Guard,0,Undrafted,0.0,0.0,0.2
2277,1628398,Kyle Kuzma,1995-07-24T00:00:00,USA,82.0,221.0,3,Forward,1610612747,2017,12.1,1.5,6.7
2278,203136,Ognjen Kuzmic,1990-05-16T00:00:00,Serbia,84.0,260.0,1,Center,1610612744,2012,0.9,0.2,1.0
2279,1627851,Mindaugas Kuzminskas,1989-10-19T00:00:00,Lithuania,81.0,215.0,1,Forward,0,Undrafted,6.2,1.0,1.8
2280,77327,Fred LaCour,1938-02-07T00:00:00,USA,77.0,210.0,2,Guard,1610612737,1960,6.5,1.9,3.3
2281,1711,Raef LaFrentz,1976-05-29T00:00:00,USA,83.0,240.0,10,Center-Forward,1610612743,1998,10.1,1.1,6.1
2282,77328,Tom LaGarde,1955-02-10T00:00:00,USA,82.0,220.0,5,Center,1610612742,1977,7.6,1.5,5.1
2283,1601,Rusty LaRue,1973-12-10T00:00:00,USA,75.0,185.0,4,Guard,0,Undrafted,5.0,1.6,1.3
2284,77340,Rudy LaRusso,1937-11-11T00:00:00,USA,80.0,220.0,9,Forward,1610612747,1959,15.6,2.1,9.4
2285,203897,Zach LaVine,1995-03-10T00:00:00,USA,77.0,200.0,6,Guard-Forward,1610612741,2014,28.2,4.9,5.1
2286,1627746,Skal Labissiere,1996-03-18T00:00:00,Haiti,82.0,235.0,4,Forward-Center,1610612737,2016,7.2,1.0,4.5
2287,77326,Sam Lacey,1948-03-28T00:00:00,USA,82.0,235.0,12,Center,1610612758,1970,10.3,3.7,9.7
2288,363,Christian Laettner,1969-08-17T00:00:00,USA,83.0,245.0,13,Forward-Center,1610612750,1992,12.8,2.6,6.7
2289,201802,Oliver Lafayette,1984-05-06T00:00:00,USA,74.0,190.0,1,Guard,1610612738,Undrafted,7.0,2.0,4.0
2290,100263,Bill Laimbeer,1957-05-19T00:00:00,USA,83.0,245.0,13,Center,1610612765,1979,12.9,2.0,9.7
2291,77329,Pete Lalich,1920-06-23T00:00:00,USA,74.0,190.0,0,Forward,1610610026,Undrafted,0.0,0.0,
2292,77330,Bo Lamar,1951-04-07T00:00:00,USA,73.0,180.0,0,Guard,1610612747,1973,7.1,2.5,1.3
2293,203117,Doron Lamb,1991-11-06T00:00:00,USA,76.0,200.0,1,Guard,1610612753,2012,3.5,0.8,1.0
2294,203087,Jeremy Lamb,1992-05-30T00:00:00,USA,77.0,180.0,8,Guard-Forward,1610612754,2012,11.1,1.6,3.6
2295,77331,John Lambert,1953-01-14T00:00:00,USA,82.0,225.0,6,Center,1610612739,1975,3.8,0.6,3.3
2296,77332,Jeff Lamp,1959-03-09T00:00:00,USA,78.0,195.0,5,Guard,1610612757,1981,5.1,0.9,1.5
2297,2573,Maciej Lampe,1985-02-05T00:00:00,Poland,83.0,275.0,2,Forward,1610612756,2003,3.4,0.3,2.2
2298,77333,Jim Lampley,1960-07-02T00:00:00,USA,82.0,230.0,0,Forward,1610612755,1983,3.0,0.0,5.0
2299,2253,Sean Lampley,1979-09-03T00:00:00,USA,78.0,213.0,1,Forward,0,2001,4.5,0.7,2.1
2300,201171,Carl Landry,1983-09-19T00:00:00,USA,81.0,248.0,9,Forward,1610612758,2007,10.8,0.7,4.9
2301,202068,Marcus Landry,1985-11-01T00:00:00,USA,79.0,230.0,1,Forward,0,Undrafted,2.4,0.0,1.1
2302,77334,Mark Landsberger,1955-05-21T00:00:00,USA,80.0,215.0,6,Forward,1610612747,1977,5.6,0.5,6.1
2303,77335,Jerome Lane,1966-12-04T00:00:00,USA,78.0,230.0,4,Forward,1610612743,1988,5.3,1.5,5.8
2304,457,Andrew Lang,1966-06-28T00:00:00,USA,83.0,275.0,11,Center,1610612756,1988,6.0,0.6,4.8
2305,226,Antonio Lang,1972-05-15T00:00:00,USA,80.0,205.0,5,Forward,0,1994,2.3,0.3,1.5
2306,2591,James Lang,1983-10-17T00:00:00,USA,82.0,305.0,0,Center,0,2003,1.0,0.2,1.0
2307,1892,Trajan Langdon,1976-05-13T00:00:00,USA,,,3,,0,1999,5.4,1.3,1.3
2308,101247,Keith Langford,1983-09-15T00:00:00,USA,76.0,215.0,0,Guard,0,Undrafted,1.0,0.0,1.0
2309,1629641,Romeo Langford,1999-10-25T00:00:00,USA,76.0,216.0,1,Guard-Forward,1610612738,2019,2.5,0.4,1.3
2310,2061,Dan Langhi,1977-11-28T00:00:00,USA,83.0,220.0,3,Forward,0,2000,3.0,0.3,1.5
2311,600005,Bob Lanier,1948-09-10T00:00:00,USA,83.0,250.0,13,Center,1610612765,1970,20.1,3.1,10.1
2312,77338,Stu Lantz,1946-07-13T00:00:00,USA,75.0,175.0,7,Guard,1610612745,1968,12.4,2.9,3.3
2313,1627879,Nicolas Laprovittola,1990-01-31T00:00:00,Argentina,76.0,180.0,0,Guard,0,Undrafted,3.3,1.6,0.6
2314,77339,York Larese,1938-07-18T00:00:00,USA,76.0,183.0,0,Guard,1610612744,1961,5.1,1.6,1.3
2315,203499,Shane Larkin,1992-10-02T00:00:00,USA,71.0,175.0,3,Guard,1610612751,2013,5.5,2.9,1.9
2316,77341,John Laskowski,1953-06-07T00:00:00,USA,78.0,185.0,1,Guard,1610612741,1975,7.1,0.8,2.4
2317,201186,Stephane Lasme,1982-12-17T00:00:00,Gabon,80.0,215.0,1,Forward,1610612748,2007,5.2,0.2,3.3
2318,77342,Dave Lattin,1943-12-23T00:00:00,USA,78.0,225.0,1,Forward,1610612756,1967,4.5,0.6,3.8
2319,968,Priest Lauderdale,1973-08-31T00:00:00,USA,88.0,325.0,1,Center,1610612743,1996,3.4,0.4,1.9
2320,77344,Rich Laurel,1954-07-11T00:00:00,USA,78.0,190.0,0,Guard,1610612749,1977,2.4,0.3,1.0
2321,77345,Walt Lautenbach,1922-11-17T00:00:00,USA,74.0,185.0,0,Forward,1610610033,Undrafted,4.3,1.3,
2322,203530,Joffrey Lauvergne,1991-09-30T00:00:00,France,83.0,260.0,4,Center,1610612759,2013,5.6,0.9,3.8
2323,77346,Tony Lavelli,1926-07-11T00:00:00,USA,75.0,185.0,1,Forward,1610612738,1949,6.9,0.7,2.0
2324,77347,Bob Lavoy,1926-06-29T00:00:00,USA,79.0,185.0,3,Forward,1610610030,1950,8.2,1.5,6.2
2325,201151,Acie Law,1985-01-25T00:00:00,USA,75.0,202.0,4,Guard,1610612737,2007,3.9,1.6,1.0
2326,1629724,Vic Law,1995-12-19T00:00:00,USA,79.0,201.0,1,Forward,1610612753,Undrafted,1.9,0.4,1.4
2327,202371,Gani Lawal,1988-11-07T00:00:00,USA,81.0,234.0,1,Forward,1610612756,2010,0.0,0.0,0.0
2328,77348,Ed Lawrence,1952-12-08T00:00:00,USA,83.0,228.0,0,Center,1610612765,1976,4.0,0.3,1.3
2329,1535,Jason Lawson,1974-09-02T00:00:00,USA,83.0,240.0,1,Center,1610612753,1997,1.5,0.3,1.6
2330,201951,Ty Lawson,1987-11-03T00:00:00,USA,71.0,195.0,9,Guard,1610612764,2009,12.7,6.0,2.7
2331,1627774,Jake Layman,1994-03-07T00:00:00,USA,80.0,209.0,4,Forward,1610612750,2016,6.1,0.8,1.9
2332,77350,Dennis Layton,1948-12-24T00:00:00,USA,73.0,180.0,4,Guard,1610612756,1971,6.9,2.6,1.3
2333,1627747,Caris LeVert,1994-08-25T00:00:00,USA,78.0,205.0,4,Guard,1610612754,2016,17.3,5.3,4.2
2334,1628388,T.J. Leaf,1997-04-30T00:00:00,USA,82.0,222.0,3,Forward,1610612754,2017,3.3,0.3,2.0
2335,77351,Emanuel Leaks,1945-11-27T00:00:00,USA,80.0,225.0,1,Center,1610612755,1968,8.3,0.9,6.8
2336,77352,Hal Lear,1935-01-31T00:00:00,USA,71.0,163.0,0,Guard,1610612744,1956,1.3,0.3,0.3
2337,77353,Allen Leavell,1957-05-27T00:00:00,USA,73.0,170.0,9,Guard,1610612745,1979,9.5,4.8,1.7
2338,77354,Jeff Lebo,1966-10-05T00:00:00,USA,74.0,180.0,0,Forward,1610612759,Undrafted,1.5,0.8,1.0
2339,287,Eric Leckner,1966-05-27T00:00:00,USA,83.0,265.0,7,Center,1610612762,1988,4.1,0.5,3.2
2340,1629665,Jalen Lecque,2000-06-13T00:00:00,USA,76.0,185.0,1,Guard,1610612754,Undrafted,1.3,0.5,1.3
2341,203495,Ricky Ledo,1992-09-10T00:00:00,USA,79.0,195.0,1,Guard,1610612742,2013,3.9,0.8,1.4
2342,77356,Butch Lee,1956-12-05T00:00:00,USA,72.0,185.0,1,Guard,1610612737,1978,8.1,3.2,1.4
2343,77357,Clyde Lee,1944-03-14T00:00:00,USA,82.0,205.0,9,Forward,1610612744,1966,7.7,1.1,10.3
2344,201584,Courtney Lee,1985-10-03T00:00:00,USA,77.0,215.0,12,Guard,1610612742,2008,9.6,1.7,2.6
2345,1627814,Damion Lee,1992-10-21T00:00:00,USA,77.0,210.0,3,Guard-Forward,1610612744,Undrafted,6.7,1.4,3.3
2346,101135,David Lee,1983-04-29T00:00:00,USA,81.0,245.0,12,Forward-Center,1610612759,2005,13.5,2.2,8.8
2347,77358,Doug Lee,1964-10-24T00:00:00,USA,77.0,200.0,2,Guard,1610612751,1987,2.3,0.4,0.6
2348,77359,George Lee,1936-11-23T00:00:00,USA,76.0,200.0,6,Forward,1610612765,1959,7.5,0.9,4.2
2349,77360,Greg Lee,1951-12-12T00:00:00,USA,75.0,190.0,0,Guard,1610612757,1974,1.2,2.2,0.4
2350,77361,Keith Lee,1962-12-28T00:00:00,USA,82.0,215.0,2,Forward,1610612739,1985,6.1,1.0,4.7
2351,77362,Kurk Lee,1967-06-03T00:00:00,USA,75.0,190.0,0,Guard,1610612751,Undrafted,1.4,0.7,0.6
2352,202723,Malcolm Lee,1990-05-22T00:00:00,USA,77.0,200.0,2,Guard,0,2011,3.9,1.4,1.8
2353,77363,Rock Lee,1955-05-01T00:00:00,USA,82.0,220.0,0,Center,1610612746,Undrafted,1.0,1.0,0.5
2354,77364,Ron Lee,1952-11-02T00:00:00,USA,75.0,193.0,5,Guard,1610612756,1976,7.3,3.8,2.7
2355,77365,Russell Lee,1950-01-27T00:00:00,USA,77.0,185.0,2,Forward,1610612749,1972,2.9,0.7,1.2
2356,77366,Ed Leede,1927-07-17T00:00:00,USA,75.0,185.0,1,Guard,1610612738,1949,7.8,1.9,2.1
2357,77367,Hank Lefkowitz,1923-08-31T00:00:00,USA,74.0,190.0,0,Forward,1610610026,Undrafted,2.1,0.2,
2358,100,Tim Legler,1966-12-26T00:00:00,USA,76.0,200.0,9,Guard,0,Undrafted,7.0,1.3,1.6
2359,77369,George Lehmann,1942-05-01T00:00:00,USA,72.0,180.0,1,Guard,1610612737,Undrafted,3.2,1.8,0.8
2360,1627215,Walt Lemon Jr.,1992-07-26T00:00:00,USA,75.0,180.0,2,Guard,1610612741,Undrafted,9.4,3.2,2.6
2361,203458,Alex Len,1993-06-16T00:00:00,Ukraine,84.0,250.0,7,Center,1610612764,2013,6.1,0.9,3.6
2362,702,Voshon Lenard,1973-05-14T00:00:00,USA,76.0,215.0,10,Guard,1610612748,1994,11.9,2.1,2.8
2363,77371,Bob Leonard,1932-07-17T00:00:00,USA,75.0,185.0,6,Guard,1610612747,1954,9.9,3.3,2.9
2364,77370,Gary Leonard,1967-02-16T00:00:00,USA,85.0,250.0,2,Center,1610612750,1989,1.4,0.1,1.1
2365,202695,Kawhi Leonard,1991-06-29T00:00:00,USA,79.0,225.0,9,Forward,1610612746,2011,25.9,4.9,6.3
2366,203086,Meyers Leonard,1992-02-27T00:00:00,USA,84.0,260.0,8,Forward-Center,1610612760,2012,3.3,0.7,2.3
2367,77372,Jim Les,1963-08-18T00:00:00,USA,71.0,165.0,6,Guard,1610612758,1986,3.8,2.9,1.2
2368,202727,Travis Leslie,1990-03-29T00:00:00,USA,,,1,,0,2011,1.4,0.5,0.9
2369,77373,Ronnie Lester,1959-01-01T00:00:00,USA,74.0,175.0,5,Guard,1610612741,1980,7.3,4.0,1.9
2370,77374,Clifford Lett,1965-12-23T00:00:00,USA,75.0,170.0,1,Guard,1610612759,Undrafted,3.5,0.7,0.6
2371,202720,Jon Leuer,1989-05-14T00:00:00,USA,82.0,228.0,8,Forward,1610612765,2011,6.4,0.8,3.8
2372,77375,Andrew Levane,1920-04-11T00:00:00,USA,74.0,190.0,2,Forward,1610612755,Undrafted,4.5,2.0,1.3
2373,77376,Lafayette Lever,1960-08-18T00:00:00,USA,75.0,170.0,10,Guard,1610612743,1982,13.9,6.2,6.0
2374,77377,Cliff Levingston,1961-01-04T00:00:00,USA,80.0,210.0,10,Forward,1610612737,1982,7.1,0.9,5.2
2375,77385,Bobby Lewis,1945-03-20T00:00:00,USA,75.0,175.0,3,Guard,1610612744,1967,5.8,2.2,2.1
2376,736,Cedric Lewis,1969-09-24T00:00:00,USA,82.0,235.0,0,Forward,1610612764,Undrafted,1.3,0.0,0.7
2377,77379,Fred Lewis,1921-01-06T00:00:00,USA,74.0,195.0,1,Forward,1610610024,Undrafted,8.4,1.4,
2378,77380,Freddie Lewis,1943-07-01T00:00:00,USA,72.0,175.0,1,Guard,1610612754,1966,5.8,1.5,1.4
2379,77381,Grady Lewis,1917-03-25T00:00:00,USA,79.0,215.0,2,Forward,1610610028,Undrafted,5.4,0.9,
2380,729,Martin Lewis,1975-04-28T00:00:00,USA,78.0,225.0,1,Forward,1610612761,1995,3.6,0.3,1.4
2381,1900,Quincy Lewis,1977-06-26T00:00:00,USA,79.0,215.0,3,Guard-Forward,0,1999,3.6,0.6,1.3
2382,77383,Ralph Lewis,1963-03-28T00:00:00,USA,78.0,200.0,2,Guard,1610612765,1985,2.3,0.3,1.2
2383,1740,Rashard Lewis,1979-08-08T00:00:00,USA,82.0,235.0,15,Forward,1610612760,1998,14.9,1.7,5.2
2384,77384,Reggie Lewis,1965-11-21T00:00:00,USA,79.0,195.0,5,Guard,1610612738,1987,17.6,2.6,4.3
2385,77386,Marcus Liberty,1968-10-27T00:00:00,USA,80.0,205.0,3,Forward,1610612743,1990,7.3,0.9,3.5
2386,77387,Todd Lichti,1967-01-08T00:00:00,USA,76.0,205.0,4,Guard,1610612743,1989,7.9,1.4,2.1
2387,202732,DeAndre Liggins,1988-03-31T00:00:00,USA,78.0,209.0,5,Guard,1610612739,2011,2.0,0.7,1.4
2388,77388,Bill Ligon,1952-05-19T00:00:00,USA,76.0,180.0,0,Guard,1610612765,1974,3.3,0.7,0.7
2389,203081,Damian Lillard,1990-07-15T00:00:00,USA,74.0,195.0,8,Guard,1610612757,2012,30.1,7.7,4.4
2390,202391,Jeremy Lin,1988-08-23T00:00:00,USA,75.0,200.0,9,Guard,1610612761,Undrafted,11.6,4.3,2.8
2391,77389,Steve Lingenfelter,1958-06-10T00:00:00,USA,81.0,225.0,1,Forward,1610612764,1981,1.0,0.5,1.6
2392,175,Alton Lister,1958-10-01T00:00:00,USA,84.0,245.0,15,Center-Forward,1610612749,1981,6.6,1.0,6.3
2393,1629642,Nassir Little,2000-02-11T00:00:00,USA,77.0,220.0,1,Forward-Guard,1610612757,2019,5.3,0.4,2.6
2394,988,Randy Livingston,1975-04-02T00:00:00,USA,76.0,209.0,10,Guard,1610612756,1996,3.8,2.0,1.4
2395,2733,Shaun Livingston,1985-09-11T00:00:00,USA,79.0,192.0,15,Guard,1610612744,2004,6.3,3.0,2.4
2396,77392,Ron Livingstone,1925-10-09T00:00:00,USA,82.0,220.0,1,Center,1610612744,1949,6.3,1.9,4.7
2397,1024,Horacio Llamas,1973-07-17T00:00:00,USA,83.0,285.0,2,Center,1610612756,Undrafted,2.1,0.2,1.3
2398,77394,Earl Lloyd,1928-04-03T00:00:00,USA,78.0,200.0,8,Forward,1610612755,1950,8.4,1.4,6.4
2399,77395,Lewis Lloyd,1959-02-22T00:00:00,USA,78.0,205.0,6,Guard,1610612745,1981,13.2,2.9,3.1
2400,77396,Scott Lloyd,1952-12-19T00:00:00,USA,82.0,230.0,5,Center,1610612742,1976,4.6,1.0,3.0
2401,77397,Bob Lochmueller,1927-06-05T00:00:00,USA,77.0,185.0,0,Forward,1610612755,1952,3.7,0.8,2.6
2402,77398,Robert Lock,1966-05-22T00:00:00,USA,81.0,225.0,0,Forward,1610612746,1988,1.5,0.2,1.6
2403,77399,Darrell Lockhart,1960-09-14T00:00:00,USA,81.0,245.0,0,Forward,1610612759,1983,2.0,0.0,1.5
2404,1100,Ian Lockhart,1967-06-25T00:00:00,USA,80.0,240.0,0,Forward,1610612756,Undrafted,4.0,0.0,0.0
2405,77401,Kevin Loder,1959-03-15T00:00:00,USA,78.0,205.0,2,Forward,1610612758,1981,5.9,1.2,2.3
2406,77402,Don Lofgran,1928-11-18T00:00:00,USA,77.0,200.0,3,Forward,1610610030,1950,6.1,1.0,3.9
2407,1629155,Zach Lofton,1992-11-18T00:00:00,USA,76.0,180.0,0,Guard,0,Undrafted,0.0,0.0,0.0
2408,77403,Johnny Logan,1921-01-01T00:00:00,USA,74.0,175.0,4,Guard,1610610034,Undrafted,12.4,3.0,4.6
2409,38,Brad Lohaus,1964-09-29T00:00:00,USA,83.0,230.0,10,Forward-Center,1610612749,1987,5.9,1.1,2.8
2410,1609,Art Long,1972-10-01T00:00:00,USA,81.0,250.0,3,Forward,1610612760,Undrafted,3.5,0.5,3.3
2411,3,Grant Long,1966-03-12T00:00:00,USA,81.0,240.0,15,Forward,0,1988,9.5,1.7,6.1
2412,1381,John Long,1956-08-28T00:00:00,USA,77.0,200.0,13,Guard,1610612765,1978,13.6,1.9,2.8
2413,77406,Paul Long,1944-02-08T00:00:00,USA,74.0,180.0,2,Guard,1610612765,1967,3.9,0.8,0.8
2414,1627848,Shawn Long,1993-01-29T00:00:00,USA,81.0,255.0,1,Forward,1610612755,Undrafted,8.2,0.7,4.7
2415,26,Luc Longley,1969-01-19T00:00:00,USA,,,9,Center,0,1991,7.2,1.5,4.9
2416,1626172,Kevon Looney,1996-02-06T00:00:00,USA,81.0,222.0,5,Forward,1610612744,2015,3.9,1.6,4.2
2417,201572,Brook Lopez,1988-04-01T00:00:00,USA,84.0,282.0,12,Center,1610612749,2008,11.4,0.7,5.0
2418,1732,Felipe Lopez,1974-12-19T00:00:00,Dominican Republic,77.0,195.0,4,Guard-Forward,1610612763,1998,5.8,1.0,2.4
2419,2221,Raul Lopez,1980-04-15T00:00:00,Spain,72.0,175.0,2,Guard,0,2001,6.5,3.8,1.7
2420,201577,Robin Lopez,1988-04-01T00:00:00,USA,84.0,281.0,12,Center,1610612764,2008,8.2,0.9,4.1
2421,943,Ryan Lorthridge,1972-07-27T00:00:00,USA,76.0,190.0,0,Guard,1610612744,Undrafted,7.4,2.7,1.9
2422,77409,Jim Loscutoff,1930-02-04T00:00:00,USA,77.0,220.0,8,Forward,1610612738,1955,6.2,0.7,5.6
2423,77410,Plummer Lott,1945-12-11T00:00:00,USA,77.0,210.0,1,Forward,1610612760,1967,2.2,0.6,1.8
2424,77411,Kevin Loughery,1940-03-28T00:00:00,USA,75.0,190.0,10,Guard,1610612764,1962,15.3,3.7,3.0
2425,77412,Bob Love,1942-12-08T00:00:00,USA,80.0,215.0,10,Forward,1610612741,1965,17.6,1.4,5.9
2426,201567,Kevin Love,1988-09-07T00:00:00,USA,80.0,251.0,12,Forward-Center,1610612739,2008,5.8,1.3,3.3
2427,77413,Stan Love,1949-04-09T00:00:00,USA,81.0,215.0,3,Forward,1610612764,1971,6.8,0.8,4.0
2428,77414,Clyde Lovellette,1929-09-07T00:00:00,USA,81.0,234.0,10,Center,1610612747,1952,17.0,1.6,9.5
2429,77415,Sidney Lowe,1960-01-21T00:00:00,USA,72.0,195.0,3,Guard,1610612750,1983,2.9,3.9,1.7
2430,77416,Chuck Lowery,1949-11-12T00:00:00,USA,75.0,185.0,0,Guard,1610612749,1971,2.3,0.7,1.0
2431,200768,Kyle Lowry,1986-03-25T00:00:00,USA,72.0,196.0,14,Guard,1610612761,2006,17.6,7.4,5.6
2432,1628070,Jordan Loyd,1993-07-27T00:00:00,USA,76.0,210.0,1,Guard,1610612761,Undrafted,2.4,0.5,0.8
2433,77417,Al Lucas,1922-07-04T00:00:00,USA,75.0,195.0,0,Forward,1610612738,Undrafted,1.0,1.0,
2434,77418,Jerry Lucas,1940-03-30T00:00:00,USA,80.0,230.0,10,Forward,1610612758,1962,17.0,3.3,15.6
2435,77419,John Lucas,1953-10-31T00:00:00,USA,75.0,175.0,13,Guard,1610612745,1976,10.7,7.0,2.3
2436,203564,Kalin Lucas,1989-05-24T00:00:00,USA,73.0,195.0,2,Guard,1610612763,Undrafted,1.0,0.5,1.5
2437,77420,Maurice Lucas,1952-02-18T00:00:00,USA,81.0,215.0,11,Forward,1610612757,1974,14.4,2.3,8.8
2438,101249,John Lucas III,1982-11-21T00:00:00,USA,71.0,166.0,7,Guard,0,Undrafted,4.7,1.5,1.0
2439,77421,Ted Luckenbill,1939-07-27T00:00:00,USA,78.0,205.0,1,Forward,1610612744,1961,2.3,0.4,1.9
2440,1731,Tyronn Lue,1977-05-03T00:00:00,USA,72.0,175.0,11,Guard,1610612737,1998,8.5,3.1,1.7
2441,77422,Jim Luisi,1928-11-02T00:00:00,USA,74.0,180.0,0,Guard,1610610024,1951,2.9,1.1,0.8
2442,77423,Al Lujack,1921-10-05T00:00:00,USA,75.0,220.0,0,Forward,1610610036,Undrafted,0.8,0.0,
2443,77424,Phil Lumpkin,1951-12-20T00:00:00,USA,72.0,165.0,1,Guard,1610612757,1974,3.3,2.7,1.0
2444,77425,Ray Lumpp,1923-07-11T00:00:00,USA,73.0,178.0,4,Guard,1610612752,1948,8.2,2.2,2.2
2445,1627789,Timothe Luwawu-Cabarrot,1995-05-09T00:00:00,France,79.0,220.0,4,Guard-Forward,1610612751,2016,6.9,1.3,2.4
2446,1628399,Tyler Lydon,1996-04-09T00:00:00,USA,82.0,225.0,2,Forward,1610612743,2017,0.9,0.2,0.7
2447,1626168,Trey Lyles,1995-11-05T00:00:00,Canada,81.0,234.0,5,Forward,1610612759,2015,5.0,0.6,3.8
2448,248,George Lynch,1970-09-03T00:00:00,USA,80.0,235.0,12,Forward,1610612740,1993,6.6,1.4,5.0
2449,77426,Kevin Lynch,1968-12-24T00:00:00,USA,77.0,195.0,1,Forward,1610612766,1991,3.3,1.1,1.3
2450,77427,Mike Lynn,1945-11-25T00:00:00,USA,79.0,215.0,1,Forward,1610612747,1968,2.6,0.6,1.4
2451,1627815,Sheldon Mac,1992-12-21T00:00:00,USA,78.0,200.0,1,Guard-Forward,1610612764,2016,3.0,0.5,1.1
2452,1928,Todd MacCulloch,1976-01-27T00:00:00,Canada,84.0,280.0,4,Center,1610612755,1999,6.1,0.5,4.0
2453,77430,Ronnie MacGilvray,1930-07-20T00:00:00,USA,74.0,185.0,0,Guard,1610612737,1952,1.3,1.8,1.5
2454,931,Don MacLean,1970-01-16T00:00:00,USA,,,8,Forward,0,1992,10.9,1.3,3.8
2455,77428,Mike Macaluso,1951-07-20T00:00:00,USA,77.0,210.0,0,Forward,1610612746,1973,1.6,0.1,0.8
2456,77429,Ed Macauley,1928-03-22T00:00:00,USA,80.0,185.0,9,Center,1610612738,1949,17.5,3.2,7.5
2457,203159,Scott Machado,1990-06-08T00:00:00,USA,73.0,205.0,1,Guard,0,Undrafted,1.8,0.9,0.1
2458,101178,Arvydas Macijauskas,1980-01-19T00:00:00,Lithuania,76.0,214.0,0,Guard,1610612740,Undrafted,2.3,0.3,0.5
2459,77432,Ollie Mack,1957-06-06T00:00:00,USA,75.0,185.0,2,Guard,1610612742,1979,7.2,1.8,2.5
2460,694,Sam Mack,1970-05-26T00:00:00,USA,,,6,Guard,0,Undrafted,7.8,1.3,2.1
